9.544695833670534535e-01,4.694965764033265287e+01,2.160033397485642548e-01,4.452527441546800446e+01
1.391997390743344498e+00,4.563457306641585376e+01,4.641301003594917041e-01,4.001732654959511137e+01
1.741229348041582137e+00,4.476158916081178063e+01,7.927220089459637853e-01,3.689731430316840033e+01
1.901051057895861707e+00,4.302340676210624792e+01,9.738945514596424324e-01,3.329301960747609712e+01
2.228419466209932587e+00,4.048750361695554290e+01,1.214158470884973751e+00,3.055807186773343886e+01
2.469786363793312400e+00,3.747309577018761217e+01,1.299107789412198510e+00,2.605759966058674237e+01
2.781177443661091875e+00,3.702282370399827727e+01,1.395590012607582420e+00,2.370262418773653224e+01
2.869838030492007253e+00,3.480298935597934218e+01,1.492534700147865045e+00,2.099222141552863974e+01
2.987578488346526395e+00,3.388578254640081866e+01,1.638203087870323982e+00,2.000585247196575267e+01
3.130628791150115831e+00,3.215217660816725243e+01,1.758396921400480206e+00,1.778116321929681476e+01
3.216452670865458607e+00,3.127819176473658302e+01,1.836667480480273618e+00,1.499881332146928159e+01
3.290910475995505013e+00,2.910279575578062605e+01,1.893733662017484054e+00,1.400905845463501542e+01
3.401477109982014913e+00,2.910279575578062605e+01,1.913068897486890574e+00,1.355749082109377390e+01
3.522217279591998373e+00,2.782050771854742521e+01,1.993807303432764577e+00,1.262635821585871376e+01
3.605226561409980324e+00,2.738550362742437727e+01,2.020991411034965157e+00,1.124826674289687922e+01
3.648818887891393192e+00,2.738107219946142834e+01,2.045196288043690469e+00,1.120411893792720548e+01
3.715625317552481377e+00,2.607609589664465233e+01,2.068915747247655368e+00,9.887684458275149524e+00
3.736316318002690817e+00,2.518525796384285087e+01,2.095135882768581315e+00,9.398432809191522352e+00
3.765663590807213801e+00,2.387793233784922009e+01,2.162977120360764616e+00,8.930345766815946718e+00
3.789795509566873388e+00,2.299825012899434284e+01,2.178807692516274930e+00,8.030247317184379341e+00
3.872623456528533126e+00,2.213545940796689493e+01,2.211014660521010811e+00,7.134815022771544335e+00
3.935300743218105524e+00,2.166929277460456049e+01,2.253695591359106132e+00,7.043448237825670866e+00
3.991265529255126232e+00,2.122171089615741479e+01,2.262112219002928803e+00,6.990159267565698720e+00
4.010341655780981895e+00,2.077904514405752323e+01,2.271278512586584863e+00,6.542636742495597346e+00
4.017133285642431773e+00,2.035585997517498669e+01,2.274318887942777589e+00,6.058558708292883566e+00
4.080061050127531175e+00,1.991209526871130819e+01,2.287791220260653624e+00,6.010497401020802322e+00
4.102971180788840933e+00,1.953810814667694373e+01,2.341635696864917904e+00,6.010497401020802322e+00
4.122227554968866059e+00,1.782834404298992581e+01,2.368711042664910504e+00,5.062144818938917545e+00
4.145632323445717304e+00,1.782834404298992581e+01,2.409947337074458851e+00,5.050481381122327029e+00
4.157725903760887576e+00,1.736804048547274704e+01,2.431449324337008999e+00,5.000622866639388597e+00
4.178783091659490800e+00,1.650450875607955581e+01,2.464230435557422272e+00,4.155286401758716330e+00
4.200162900753298345e+00,1.606399137199649019e+01,2.470547094267979471e+00,4.155286401758716330e+00
4.200169647761136993e+00,1.562494365282151243e+01,2.488461274795557010e+00,4.135606023995995528e+00
4.202159151313080265e+00,1.562494365282151243e+01,2.502471549436560583e+00,4.063300309322831261e+00
4.216305062443570506e+00,1.562494365282151243e+01,2.504644312338208056e+00,4.000538109273026777e+00
4.251810830942774011e+00,1.466109840635907169e+01,2.517551606754178550e+00,3.910498702960114592e+00
4.270900338335937185e+00,1.421026145767356574e+01,2.573381764446634357e+00,3.901111049972708411e+00
4.279821046219661085e+00,1.418715574539179869e+01,2.577537832453489663e+00,3.889911118935762246e+00
4.298437308540228763e+00,1.417844377118672305e+01,2.582473227509504365e+00,3.889911118935762246e+00
4.303981108743393236e+00,1.336616436595343593e+01,2.585022157289792677e+00,3.826684395055973464e+00
4.309111112333442684e+00,1.336616436595343593e+01,2.591870002604066414e+00,3.811558321339350464e+00
4.310344987243747816e+00,1.336616436595343593e+01,2.606111083000608897e+00,3.811558321339350464e+00
4.321750461750132111e+00,1.335292770177141897e+01,2.608079498350007075e+00,3.800921319646891838e+00
4.335033715351086947e+00,1.328691243501157793e+01,2.613069891697008984e+00,3.800921319646891838e+00
4.362440398049469259e+00,1.284965817129287835e+01,2.614864608412336811e+00,3.776719425404806874e+00
4.374079470679993698e+00,1.240111595202603390e+01,2.625270866076414134e+00,3.775720996771158688e+00
4.382704625742100291e+00,1.235098108056559596e+01,2.635297278878217853e+00,3.775720996771158688e+00
4.385651507810168326e+00,1.233141778149085432e+01,2.646905538715288220e+00,3.740092871834767241e+00
4.393710238208391239e+00,1.189457885750818988e+01,2.659285491027247872e+00,3.697059220238511301e+00
4.409614797795268437e+00,1.140226735638555944e+01,2.660438400649956847e+00,3.689010434923837956e+00
4.422971332937850164e+00,1.137934586916741253e+01,2.668483675961190738e+00,3.689010434923837956e+00
4.424967537199079537e+00,1.094495172833936358e+01,2.676907959410734339e+00,3.659310718549974251e+00
4.428109004757367018e+00,1.094495172833936358e+01,2.682717238701113338e+00,3.659310718549974251e+00
4.438594577397114271e+00,1.092975403755388264e+01,2.683029159211804959e+00,3.614149413905618058e+00
4.438594577397114271e+00,1.046277846384072241e+01,2.683071365121169283e+00,3.609264755165700223e+00
4.441958594854022557e+00,1.046277846384072241e+01,2.683404015505287621e+00,3.606560713466026691e+00
4.456875343194080408e+00,9.568557355174219126e+00,2.683718782756301380e+00,3.579277419437585372e+00
4.460367878398097119e+00,9.126341767242294623e+00,2.686557645083841095e+00,3.564223430809732474e+00
4.462423742465204235e+00,8.680247596539505395e+00,2.695442989334410289e+00,3.540994257816558299e+00
4.462423742465204235e+00,8.652432631049512324e+00,2.695442989334410289e+00,3.525648693698739233e+00
4.466930373262916198e+00,8.652432631049512324e+00,2.695672408619596450e+00,3.525648693698739233e+00
4.483250883055356795e+00,8.635802506742304985e+00,2.695672408619596450e+00,3.521092370731413013e+00
4.502181040992366157e+00,8.635802506742304985e+00,2.702573765572659159e+00,3.503479819120963512e+00
4.502181040992366157e+00,8.616935610222590469e+00,2.703414296061705357e+00,3.498425509095308694e+00
4.502913835755726346e+00,8.168446730815810852e+00,2.706636588497844276e+00,3.482120647324367546e+00
4.503731908939229811e+00,8.168446730815810852e+00,2.706989613300238684e+00,3.468551965116723146e+00
4.509056463700308548e+00,8.168446730815810852e+00,2.722392500219785738e+00,3.462773239430670280e+00
4.509778434922662171e+00,8.136068905601684165e+00,2.724903356296849211e+00,3.462773239430670280e+00
4.513837218702918541e+00,8.136068905601684165e+00,2.726918985234089376e+00,3.462773239430670280e+00
4.518233491506727262e+00,7.699917542956160155e+00,2.734204411406119473e+00,3.459417371953849241e+00
4.518233491506727262e+00,7.268641730859813244e+00,2.735565284484551274e+00,3.447499783110740790e+00
4.521925774154103905e+00,7.268641730859813244e+00,2.740147514284436703e+00,3.446028671520234621e+00
4.521925774154103905e+00,7.268641730859813244e+00,2.743982782905445283e+00,3.436668758137679358e+00
4.521925774154103905e+00,7.268641730859813244e+00,2.746690539616817972e+00,3.436668758137679358e+00
4.521925774154103905e+00,7.268641730859813244e+00,2.746690539616817972e+00,3.436668758137679358e+00
4.536846352104824120e+00,7.268641730859813244e+00,2.746690539616817972e+00,3.436668758137679358e+00
4.539095705305249417e+00,7.240111353516247128e+00,2.746818331658914314e+00,3.433268956733852573e+00
4.540423779595986531e+00,7.175019704136318843e+00,2.747303471960465870e+00,3.433268956733852573e+00
4.540423779595986531e+00,7.175019704136318843e+00,2.747707746131951456e+00,3.425358091462256116e+00
4.540423779595986531e+00,7.175019704136318843e+00,2.747707746131951456e+00,3.425143538405419630e+00
4.540423779595986531e+00,7.175019704136318843e+00,2.747707746131951456e+00,3.409370475311955584e+00
